,index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name
0,4kRDWcWcBlkcQNoWyWSkTg,0.498,0.949,11,-4.367,0,0.0575,0.000324,0.0232,0.0783,0.517,95.027,audio_features,4kRDWcWcBlkcQNoWyWSkTg,spotify:track:4kRDWcWcBlkcQNoWyWSkTg,https://api.spotify.com/v1/tracks/4kRDWcWcBlkcQNoWyWSkTg,https://api.spotify.com/v1/audio-analysis/4kRDWcWcBlkcQNoWyWSkTg,180691,3,The Shift
1,4cbmDY9GDPhipvX4kY9pRg,0.484,0.807,11,-5.386,1,0.0566,0.00299,1.19e-05,0.107,0.253,120.223,audio_features,4cbmDY9GDPhipvX4kY9pRg,spotify:track:4cbmDY9GDPhipvX4kY9pRg,https://api.spotify.com/v1/tracks/4cbmDY9GDPhipvX4kY9pRg,https://api.spotify.com/v1/audio-analysis/4cbmDY9GDPhipvX4kY9pRg,180592,4,The Unknown
2,0eRQJmhphu5V6E5yKYpGRZ,0.295,0.911,4,-3.646,1,0.0961,3.21e-05,0.00809,0.203,0.456,79.115,audio_features,0eRQJmhphu5V6E5yKYpGRZ,spotify:track:0eRQJmhphu5V6E5yKYpGRZ,https://api.spotify.com/v1/tracks/0eRQJmhphu5V6E5yKYpGRZ,https://api.spotify.com/v1/audio-analysis/0eRQJmhphu5V6E5yKYpGRZ,218934,4,Waiting
3,1qLhuyPkRwZzfJOkx6APMx,0.492,0.935,7,-5.436,1,0.0895,0.000275,0.0227,0.0896,0.603,172.01,audio_features,1qLhuyPkRwZzfJOkx6APMx,spotify:track:1qLhuyPkRwZzfJOkx6APMx,https://api.spotify.com/v1/tracks/1qLhuyPkRwZzfJOkx6APMx,https://api.spotify.com/v1/audio-analysis/1qLhuyPkRwZzfJOkx6APMx,159713,4,Deja Vu
4,67vEv74qFSiiCnYCX7HU4j,0.416,0.879,2,-4.892,1,0.0436,6.79e-05,0.00473,0.123,0.401,154.927,audio_features,67vEv74qFSiiCnYCX7HU4j,spotify:track:67vEv74qFSiiCnYCX7HU4j,https://api.spotify.com/v1/tracks/67vEv74qFSiiCnYCX7HU4j,https://api.spotify.com/v1/audio-analysis/67vEv74qFSiiCnYCX7HU4j,210341,4,Without You
5,3j3CP2p7mzdVdd2tElQKKB,0.38,0.945,7,-4.488,1,0.217,0.000114,0.0143,0.164,0.626,179.922,audio_features,3j3CP2p7mzdVdd2tElQKKB,spotify:track:3j3CP2p7mzdVdd2tElQKKB,https://api.spotify.com/v1/tracks/3j3CP2p7mzdVdd2tElQKKB,https://api.spotify.com/v1/audio-analysis/3j3CP2p7mzdVdd2tElQKKB,168946,4,Cut The Cord
6,6Yfttm4OQ7V7ZZ8d0sGVtb,0.6,0.412,11,-8.415,0,0.0309,0.84,0.925,0.109,0.143,129.977,audio_features,6Yfttm4OQ7V7ZZ8d0sGVtb,spotify:track:6Yfttm4OQ7V7ZZ8d0sGVtb,https://api.spotify.com/v1/tracks/6Yfttm4OQ7V7ZZ8d0sGVtb,https://api.spotify.com/v1/audio-analysis/6Yfttm4OQ7V7ZZ8d0sGVtb,145684,3,Planets III
7,1FfJ5RHpR1lMtrE5ipnUnw,0.491,0.953,11,-4.559,0,0.093,1.93e-05,0.000406,0.103,0.299,130.112,audio_features,1FfJ5RHpR1lMtrE5ipnUnw,spotify:track:1FfJ5RHpR1lMtrE5ipnUnw,https://api.spotify.com/v1/tracks/1FfJ5RHpR1lMtrE5ipnUnw,https://api.spotify.com/v1/audio-analysis/1FfJ5RHpR1lMtrE5ipnUnw,188805,3,Sleep In The Fire
8,2J7vF94Uex6373uXtVu8D8,0.27,0.942,4,-4.544,1,0.0553,4.41e-05,0.0234,0.121,0.361,84.155,audio_features,2J7vF94Uex6373uXtVu8D8,spotify:track:2J7vF94Uex6373uXtVu8D8,https://api.spotify.com/v1/tracks/2J7vF94Uex6373uXtVu8D8,https://api.spotify.com/v1/audio-analysis/2J7vF94Uex6373uXtVu8D8,211145,4,I Wish
9,4YOwc5IghPmUSoTMT4Jppq,0.451,0.915,7,-4.305,1,0.0481,1.27e-05,4.97e-05,0.233,0.467,94.038,audio_features,4YOwc5IghPmUSoTMT4Jppq,spotify:track:4YOwc5IghPmUSoTMT4Jppq,https://api.spotify.com/v1/tracks/4YOwc5IghPmUSoTMT4Jppq,https://api.spotify.com/v1/audio-analysis/4YOwc5IghPmUSoTMT4Jppq,178281,4,Start Again
10,4T2LghEOiqIqpz3EMT3zoq,0.475,0.423,6,-12.449,0,0.0383,0.825,0.958,0.111,0.122,140.021,audio_features,4T2LghEOiqIqpz3EMT3zoq,spotify:track:4T2LghEOiqIqpz3EMT3zoq,https://api.spotify.com/v1/tracks/4T2LghEOiqIqpz3EMT3zoq,https://api.spotify.com/v1/audio-analysis/4T2LghEOiqIqpz3EMT3zoq,116818,5,Planets IV
11,7zsXhFt6TRHmI8xw2EKhBV,0.379,0.837,4,-4.32,1,0.0407,0.00194,4.17e-05,0.125,0.504,85.02,audio_features,7zsXhFt6TRHmI8xw2EKhBV,spotify:track:7zsXhFt6TRHmI8xw2EKhBV,https://api.spotify.com/v1/tracks/7zsXhFt6TRHmI8xw2EKhBV,https://api.spotify.com/v1/audio-analysis/7zsXhFt6TRHmI8xw2EKhBV,249706,4,Say Goodbye
12,6oIVVDSATu0OTzV6eobF6p,0.491,0.941,1,-3.234,1,0.0475,7.3e-05,0.0127,0.313,0.361,103.187,audio_features,6oIVVDSATu0OTzV6eobF6p,spotify:track:6oIVVDSATu0OTzV6eobF6p,https://api.spotify.com/v1/tracks/6oIVVDSATu0OTzV6eobF6p,https://api.spotify.com/v1/audio-analysis/6oIVVDSATu0OTzV6eobF6p,211280,4,The Messenger
13,7dXhFhkQIkuPLqdGSkSOX0,0.444,0.866,11,-2.437,1,0.0465,0.000106,1.39e-05,0.0366,0.74,188.035,audio_features,7dXhFhkQIkuPLqdGSkSOX0,spotify:track:7dXhFhkQIkuPLqdGSkSOX0,https://api.spotify.com/v1/tracks/7dXhFhkQIkuPLqdGSkSOX0,https://api.spotify.com/v1/audio-analysis/7dXhFhkQIkuPLqdGSkSOX0,169520,4,Novacaine
14,0PO4WVdLPjM09EHcSsE2F2,0.387,0.924,1,-2.502,1,0.0675,4.13e-05,0.105,0.31,0.63,177.97,audio_features,0PO4WVdLPjM09EHcSsE2F2,spotify:track:0PO4WVdLPjM09EHcSsE2F2,https://api.spotify.com/v1/tracks/0PO4WVdLPjM09EHcSsE2F2,https://api.spotify.com/v1/audio-analysis/0PO4WVdLPjM09EHcSsE2F2,214133,4,Burnout
15,7DeawS7buLWHcP0g6bvJXH,0.45,0.906,1,-2.728,0,0.0395,0.00149,0,0.0739,0.236,147.927,audio_features,7DeawS7buLWHcP0g6bvJXH,spotify:track:7DeawS7buLWHcP0g6bvJXH,https://api.spotify.com/v1/tracks/7DeawS7buLWHcP0g6bvJXH,https://api.spotify.com/v1/audio-analysis/7DeawS7buLWHcP0g6bvJXH,214413,4,Catacombs
16,6MMv4LfevVLQAIztzYgiU4,0.522,0.947,6,-3.087,1,0.0554,0.00021,9.3e-05,0.317,0.564,130.035,audio_features,6MMv4LfevVLQAIztzYgiU4,spotify:track:6MMv4LfevVLQAIztzYgiU4,https://api.spotify.com/v1/tracks/6MMv4LfevVLQAIztzYgiU4,https://api.spotify.com/v1/audio-analysis/6MMv4LfevVLQAIztzYgiU4,247987,4,Ghosts
17,7koMDKjO0fNZO33rvsqnxB,0.454,0.921,1,-3.0,1,0.0363,0.00101,0.00128,0.121,0.2,140.057,audio_features,7koMDKjO0fNZO33rvsqnxB,spotify:track:7koMDKjO0fNZO33rvsqnxB,https://api.spotify.com/v1/tracks/7koMDKjO0fNZO33rvsqnxB,https://api.spotify.com/v1/audio-analysis/7koMDKjO0fNZO33rvsqnxB,190853,4,Blood Red Sky
18,7cgRAvXcPpFdE8gf71xU67,0.512,0.883,6,-2.891,1,0.0357,0.000278,1.55e-05,0.102,0.568,94.026,audio_features,7cgRAvXcPpFdE8gf71xU67,spotify:track:7cgRAvXcPpFdE8gf71xU67,https://api.spotify.com/v1/tracks/7cgRAvXcPpFdE8gf71xU67,https://api.spotify.com/v1/audio-analysis/7cgRAvXcPpFdE8gf71xU67,254507,4,Phantoms
19,0ijtdoo2lTI1DzPxkmZeDu,0.397,0.931,1,-3.267,1,0.0598,0.000109,7.16e-05,0.327,0.588,159.942,audio_features,0ijtdoo2lTI1DzPxkmZeDu,spotify:track:0ijtdoo2lTI1DzPxkmZeDu,https://api.spotify.com/v1/tracks/0ijtdoo2lTI1DzPxkmZeDu,https://api.spotify.com/v1/audio-analysis/0ijtdoo2lTI1DzPxkmZeDu,237240,3,Vampires
20,04NMUy0gQTGAvNaQPeeBSY,0.474,0.956,8,-3.721,0,0.0672,0.00054,1.1e-05,0.147,0.471,158.008,audio_features,04NMUy0gQTGAvNaQPeeBSY,spotify:track:04NMUy0gQTGAvNaQPeeBSY,https://api.spotify.com/v1/tracks/04NMUy0gQTGAvNaQPeeBSY,https://api.spotify.com/v1/audio-analysis/04NMUy0gQTGAvNaQPeeBSY,233680,4,Halos
21,6torVaPR0ybnq4zquNOWBa,0.48,0.815,3,-3.905,0,0.037,0.00283,2.75e-06,0.0485,0.358,149.889,audio_features,6torVaPR0ybnq4zquNOWBa,spotify:track:6torVaPR0ybnq4zquNOWBa,https://api.spotify.com/v1/tracks/6torVaPR0ybnq4zquNOWBa,https://api.spotify.com/v1/audio-analysis/6torVaPR0ybnq4zquNOWBa,218253,3,Lucky You
22,4GfqDQIjTXo0RlF3E8Byna,0.433,0.851,1,-3.647,0,0.0363,0.000657,0.0027,0.0667,0.378,152.027,audio_features,4GfqDQIjTXo0RlF3E8Byna,spotify:track:4GfqDQIjTXo0RlF3E8Byna,https://api.spotify.com/v1/tracks/4GfqDQIjTXo0RlF3E8Byna,https://api.spotify.com/v1/audio-analysis/4GfqDQIjTXo0RlF3E8Byna,242827,3,Insomnia
23,283VQ3EsB9vDrBDt3RT2YW,0.447,0.618,1,-7.79,1,0.0299,0.0175,0.00135,0.105,0.182,94.028,audio_features,283VQ3EsB9vDrBDt3RT2YW,spotify:track:283VQ3EsB9vDrBDt3RT2YW,https://api.spotify.com/v1/tracks/283VQ3EsB9vDrBDt3RT2YW,https://api.spotify.com/v1/audio-analysis/283VQ3EsB9vDrBDt3RT2YW,317307,4,Heart Shaped Box
24,7ecET4tzhT9Wr0mYjx98ur,0.457,0.964,6,-3.428,0,0.113,9.61e-05,0.0467,0.144,0.562,75.047,audio_features,7ecET4tzhT9Wr0mYjx98ur,spotify:track:7ecET4tzhT9Wr0mYjx98ur,https://api.spotify.com/v1/tracks/7ecET4tzhT9Wr0mYjx98ur,https://api.spotify.com/v1/audio-analysis/7ecET4tzhT9Wr0mYjx98ur,204933,4,Telescreen - Vampires Early Demo [Alternative Version]
25,6qRSWLtsVAJPLj4d8oIImF,0.514,0.659,11,-4.796,1,0.0266,0.00047,0.624,0.111,0.263,94.011,audio_features,6qRSWLtsVAJPLj4d8oIImF,spotify:track:6qRSWLtsVAJPLj4d8oIImF,https://api.spotify.com/v1/tracks/6qRSWLtsVAJPLj4d8oIImF,https://api.spotify.com/v1/audio-analysis/6qRSWLtsVAJPLj4d8oIImF,211600,4,Novacaine - Redbird Remix
26,64wzcYCueUc5XE1jvi7ZuG,0.52,0.75,8,-6.197,0,0.0321,0.0735,0.0567,0.111,0.299,121.96,audio_features,64wzcYCueUc5XE1jvi7ZuG,spotify:track:64wzcYCueUc5XE1jvi7ZuG,https://api.spotify.com/v1/tracks/64wzcYCueUc5XE1jvi7ZuG,https://api.spotify.com/v1/audio-analysis/64wzcYCueUc5XE1jvi7ZuG,279672,4,Losing My Religion
27,2ReQkp85s3wo5iUY6WxGs9,0.372,0.934,1,-6.631,1,0.159,0.00553,0.607,0.104,0.14,145.143,audio_features,2ReQkp85s3wo5iUY6WxGs9,spotify:track:2ReQkp85s3wo5iUY6WxGs9,https://api.spotify.com/v1/tracks/2ReQkp85s3wo5iUY6WxGs9,https://api.spotify.com/v1/audio-analysis/2ReQkp85s3wo5iUY6WxGs9,251760,4,From Birth to Burial
28,31NAoo4cDKVNA10ivHJDnh,0.383,0.889,6,-6.543,1,0.0748,0.0011,0.409,0.0984,0.317,169.962,audio_features,31NAoo4cDKVNA10ivHJDnh,spotify:track:31NAoo4cDKVNA10ivHJDnh,https://api.spotify.com/v1/tracks/31NAoo4cDKVNA10ivHJDnh,https://api.spotify.com/v1/audio-analysis/31NAoo4cDKVNA10ivHJDnh,194853,4,Selling Skeletons
29,25tMUc0bwuBlRR8HCEgd7E,0.337,0.827,6,-6.626,0,0.0561,0.00111,0.55,0.114,0.394,174.803,audio_features,25tMUc0bwuBlRR8HCEgd7E,spotify:track:25tMUc0bwuBlRR8HCEgd7E,https://api.spotify.com/v1/tracks/25tMUc0bwuBlRR8HCEgd7E,https://api.spotify.com/v1/audio-analysis/25tMUc0bwuBlRR8HCEgd7E,218320,4,Vertigo
30,34ZVDHN1TRswbhM8Fq2xVl,0.453,0.993,1,-4.97,0,0.158,4.99e-06,0.0136,0.0759,0.102,140.014,audio_features,34ZVDHN1TRswbhM8Fq2xVl,spotify:track:34ZVDHN1TRswbhM8Fq2xVl,https://api.spotify.com/v1/tracks/34ZVDHN1TRswbhM8Fq2xVl,https://api.spotify.com/v1/audio-analysis/34ZVDHN1TRswbhM8Fq2xVl,200800,4,Triggers and Tripwires
31,3u1wdpFxUy4W8DhUDkxjiF,0.264,0.732,11,-8.279,1,0.0638,0.0214,0.895,0.213,0.134,123.118,audio_features,3u1wdpFxUy4W8DhUDkxjiF,spotify:track:3u1wdpFxUy4W8DhUDkxjiF,https://api.spotify.com/v1/tracks/3u1wdpFxUy4W8DhUDkxjiF,https://api.spotify.com/v1/audio-analysis/3u1wdpFxUy4W8DhUDkxjiF,203773,4,Luna
32,288ZxzRXl2suS0uVFGhZlP,0.411,0.974,1,-5.515,0,0.0749,1.05e-05,0.333,0.0904,0.238,125.036,audio_features,288ZxzRXl2suS0uVFGhZlP,spotify:track:288ZxzRXl2suS0uVFGhZlP,https://api.spotify.com/v1/tracks/288ZxzRXl2suS0uVFGhZlP,https://api.spotify.com/v1/audio-analysis/288ZxzRXl2suS0uVFGhZlP,194320,4,Crimson Kiss
33,1zGpSoccYvlVuSFH9uJsjS,0.517,0.878,1,-7.528,0,0.0576,0.000443,0.342,0.117,0.508,140.101,audio_features,1zGpSoccYvlVuSFH9uJsjS,spotify:track:1zGpSoccYvlVuSFH9uJsjS,https://api.spotify.com/v1/tracks/1zGpSoccYvlVuSFH9uJsjS,https://api.spotify.com/v1/audio-analysis/1zGpSoccYvlVuSFH9uJsjS,249507,4,The River
34,1b924Qk9TtugL0PMF9O3F1,0.509,0.873,8,-6.413,0,0.0618,0.0489,0.82,0.082,0.45,120.058,audio_features,1b924Qk9TtugL0PMF9O3F1,spotify:track:1b924Qk9TtugL0PMF9O3F1,https://api.spotify.com/v1/tracks/1b924Qk9TtugL0PMF9O3F1,https://api.spotify.com/v1/audio-analysis/1b924Qk9TtugL0PMF9O3F1,199387,3,Ashes
35,5K6rJEUVekA6tEzzr9Wvnj,0.464,0.809,1,-7.442,1,0.0344,0.00127,0.15,0.106,0.323,140.037,audio_features,5K6rJEUVekA6tEzzr9Wvnj,spotify:track:5K6rJEUVekA6tEzzr9Wvnj,https://api.spotify.com/v1/tracks/5K6rJEUVekA6tEzzr9Wvnj,https://api.spotify.com/v1/audio-analysis/5K6rJEUVekA6tEzzr9Wvnj,244893,4,Survivors?
36,5miPw4yaVFhT3uQUQ2YueY,0.331,0.892,1,-6.45,1,0.0583,0.000848,0.689,0.217,0.521,169.89,audio_features,5miPw4yaVFhT3uQUQ2YueY,spotify:track:5miPw4yaVFhT3uQUQ2YueY,https://api.spotify.com/v1/tracks/5miPw4yaVFhT3uQUQ2YueY,https://api.spotify.com/v1/audio-analysis/5miPw4yaVFhT3uQUQ2YueY,206480,4,Miscellanea
37,7uktaVGSE09zJNAx67Ygil,0.234,0.41,9,-9.467,1,0.0325,0.95,0.744,0.119,0.139,84.779,audio_features,7uktaVGSE09zJNAx67Ygil,spotify:track:7uktaVGSE09zJNAx67Ygil,https://api.spotify.com/v1/tracks/7uktaVGSE09zJNAx67Ygil,https://api.spotify.com/v1/audio-analysis/7uktaVGSE09zJNAx67Ygil,250893,4,Moisture Residue
38,2EiYarkRHYVsbR5svBFEju,0.297,0.403,11,-9.862,1,0.0297,0.754,0.316,0.68,0.0368,101.363,audio_features,2EiYarkRHYVsbR5svBFEju,spotify:track:2EiYarkRHYVsbR5svBFEju,https://api.spotify.com/v1/tracks/2EiYarkRHYVsbR5svBFEju,https://api.spotify.com/v1/audio-analysis/2EiYarkRHYVsbR5svBFEju,363422,4,Focus - Live
39,3U13uoyxrMgJwklMIVuxSe,0.236,0.482,6,-8.621,0,0.0448,0.408,1.52e-05,0.963,0.333,49.02,audio_features,3U13uoyxrMgJwklMIVuxSe,spotify:track:3U13uoyxrMgJwklMIVuxSe,https://api.spotify.com/v1/tracks/3U13uoyxrMgJwklMIVuxSe,https://api.spotify.com/v1/audio-analysis/3U13uoyxrMgJwklMIVuxSe,259726,4,All Your Lies - Live
40,2MUlAqgn6EKII2c7W3qHHa,0.29,0.399,11,-8.499,0,0.0274,0.724,0.0048,0.701,0.119,108.714,audio_features,2MUlAqgn6EKII2c7W3qHHa,spotify:track:2MUlAqgn6EKII2c7W3qHHa,https://api.spotify.com/v1/tracks/2MUlAqgn6EKII2c7W3qHHa,https://api.spotify.com/v1/audio-analysis/2MUlAqgn6EKII2c7W3qHHa,323255,4,Proud Of You - Live
41,7FdoqoECvPYfa6LlfNHeec,0.418,0.493,6,-7.247,1,0.0281,0.5,0.000427,0.14,0.256,108.583,audio_features,7FdoqoECvPYfa6LlfNHeec,spotify:track:7FdoqoECvPYfa6LlfNHeec,https://api.spotify.com/v1/tracks/7FdoqoECvPYfa6LlfNHeec,https://api.spotify.com/v1/audio-analysis/7FdoqoECvPYfa6LlfNHeec,384629,3,Fade Into (The Ocean) - Live
42,5mIxO1Ez7OWYEaUPAuG2ZU,0.39,0.295,6,-10.792,1,0.0316,0.612,0.000146,0.108,0.12,125.194,audio_features,5mIxO1Ez7OWYEaUPAuG2ZU,spotify:track:5mIxO1Ez7OWYEaUPAuG2ZU,https://api.spotify.com/v1/tracks/5mIxO1Ez7OWYEaUPAuG2ZU,https://api.spotify.com/v1/audio-analysis/5mIxO1Ez7OWYEaUPAuG2ZU,368132,4,"So Long, Goodbye - Live"
43,4QJUHmw86yXUArIilsmJxM,0.284,0.376,1,-9.644,0,0.029,0.724,0,0.188,0.121,97.361,audio_features,4QJUHmw86yXUArIilsmJxM,spotify:track:4QJUHmw86yXUArIilsmJxM,https://api.spotify.com/v1/tracks/4QJUHmw86yXUArIilsmJxM,https://api.spotify.com/v1/audio-analysis/4QJUHmw86yXUArIilsmJxM,330721,4,The Autumn Effect - Live
44,28HA1KeuryRMsy4WE43R1R,0.32,0.808,6,-5.171,1,0.0363,0.00101,0.00197,0.0841,0.366,116.019,audio_features,28HA1KeuryRMsy4WE43R1R,spotify:track:28HA1KeuryRMsy4WE43R1R,https://api.spotify.com/v1/tracks/28HA1KeuryRMsy4WE43R1R,https://api.spotify.com/v1/audio-analysis/28HA1KeuryRMsy4WE43R1R,222293,4,Minus The Machine
45,5UkwwxeC6jhmEnJICaO5dZ,0.452,0.936,3,-4.5,0,0.0433,8e-06,0.011,0.102,0.493,92.494,audio_features,5UkwwxeC6jhmEnJICaO5dZ,spotify:track:5UkwwxeC6jhmEnJICaO5dZ,https://api.spotify.com/v1/tracks/5UkwwxeC6jhmEnJICaO5dZ,https://api.spotify.com/v1/audio-analysis/5UkwwxeC6jhmEnJICaO5dZ,176600,3,Battle Lust
46,2pzmc9jicFClHRKolQO6p7,0.354,0.168,6,-12.405,1,0.0368,0.449,0.162,0.119,0.031,75.592,audio_features,2pzmc9jicFClHRKolQO6p7,spotify:track:2pzmc9jicFClHRKolQO6p7,https://api.spotify.com/v1/tracks/2pzmc9jicFClHRKolQO6p7,https://api.spotify.com/v1/audio-analysis/2pzmc9jicFClHRKolQO6p7,193600,3,Forever Fields (Sowing Season)
47,5SnxhGb37PEhpdrrvUtTok,0.404,0.871,6,-5.114,1,0.048,8.89e-05,0.0271,0.0752,0.161,148.954,audio_features,5SnxhGb37PEhpdrrvUtTok,spotify:track:5SnxhGb37PEhpdrrvUtTok,https://api.spotify.com/v1/tracks/5SnxhGb37PEhpdrrvUtTok,https://api.spotify.com/v1/audio-analysis/5SnxhGb37PEhpdrrvUtTok,217867,4,Backlash
48,1aVUCFXWlS0KCY7FCTkQCR,0.649,0.47,9,-8.05,1,0.0281,0.602,0.0257,0.0952,0.368,115.944,audio_features,1aVUCFXWlS0KCY7FCTkQCR,spotify:track:1aVUCFXWlS0KCY7FCTkQCR,https://api.spotify.com/v1/tracks/1aVUCFXWlS0KCY7FCTkQCR,https://api.spotify.com/v1/audio-analysis/1aVUCFXWlS0KCY7FCTkQCR,260613,4,Writing On The Walls
49,5LQMva8ZnaEhDjJDHaYU5J,0.517,0.905,1,-4.687,0,0.0483,0.000148,0.0405,0.0947,0.405,75.078,audio_features,5LQMva8ZnaEhDjJDHaYU5J,spotify:track:5LQMva8ZnaEhDjJDHaYU5J,https://api.spotify.com/v1/tracks/5LQMva8ZnaEhDjJDHaYU5J,https://api.spotify.com/v1/audio-analysis/5LQMva8ZnaEhDjJDHaYU5J,220400,4,Dancing With The Dead
50,1BEz3wmlK5wmAKwwUFRMji,0.374,0.737,1,-5.503,1,0.0282,0.00117,0.53,0.0768,0.198,171.917,audio_features,1BEz3wmlK5wmAKwwUFRMji,spotify:track:1BEz3wmlK5wmAKwwUFRMji,https://api.spotify.com/v1/tracks/1BEz3wmlK5wmAKwwUFRMji,https://api.spotify.com/v1/audio-analysis/1BEz3wmlK5wmAKwwUFRMji,242853,3,Sleeper
51,7iqK37WNOXDgV4gGCHvqGf,0.551,0.691,8,-6.492,0,0.0325,0.00143,4.8e-05,0.235,0.182,140.044,audio_features,7iqK37WNOXDgV4gGCHvqGf,spotify:track:7iqK37WNOXDgV4gGCHvqGf,https://api.spotify.com/v1/tracks/7iqK37WNOXDgV4gGCHvqGf,https://api.spotify.com/v1/audio-analysis/7iqK37WNOXDgV4gGCHvqGf,205387,4,Soma
52,0YjxRSQMpaSKBPOv8TNAB7,0.538,0.604,6,-7.517,0,0.0306,0.0198,0.00333,0.272,0.419,108.679,audio_features,0YjxRSQMpaSKBPOv8TNAB7,spotify:track:0YjxRSQMpaSKBPOv8TNAB7,https://api.spotify.com/v1/tracks/0YjxRSQMpaSKBPOv8TNAB7,https://api.spotify.com/v1/audio-analysis/0YjxRSQMpaSKBPOv8TNAB7,254253,4,Tightrope
53,32Sq3VdD9AX1rzCOPWF0Xe,0.491,0.785,9,-5.541,1,0.037,6.17e-05,0.0626,0.0744,0.383,160.029,audio_features,32Sq3VdD9AX1rzCOPWF0Xe,spotify:track:32Sq3VdD9AX1rzCOPWF0Xe,https://api.spotify.com/v1/tracks/32Sq3VdD9AX1rzCOPWF0Xe,https://api.spotify.com/v1/audio-analysis/32Sq3VdD9AX1rzCOPWF0Xe,222893,4,Knives
54,4E1rT8sKtV7VnEPhIEC09C,0.222,0.173,6,-16.471,0,0.0415,0.955,0.921,0.247,0.222,68.176,audio_features,4E1rT8sKtV7VnEPhIEC09C,spotify:track:4E1rT8sKtV7VnEPhIEC09C,https://api.spotify.com/v1/tracks/4E1rT8sKtV7VnEPhIEC09C,https://api.spotify.com/v1/audio-analysis/4E1rT8sKtV7VnEPhIEC09C,76893,3,Birth--Death
55,22O3PLmQkt7rzH2ZE0jkhb,0.542,0.737,6,-6.054,1,0.0321,0.000517,0.0886,0.104,0.336,145.031,audio_features,22O3PLmQkt7rzH2ZE0jkhb,spotify:track:22O3PLmQkt7rzH2ZE0jkhb,https://api.spotify.com/v1/tracks/22O3PLmQkt7rzH2ZE0jkhb,https://api.spotify.com/v1/audio-analysis/22O3PLmQkt7rzH2ZE0jkhb,317787,4,...And All The Other Colors
56,4zVKnKB8j25leIrMINbRxm,0.278,0.85,6,-5.076,0,0.077,0.00343,0.00341,0.327,0.535,54.175,audio_features,4zVKnKB8j25leIrMINbRxm,spotify:track:4zVKnKB8j25leIrMINbRxm,https://api.spotify.com/v1/tracks/4zVKnKB8j25leIrMINbRxm,https://api.spotify.com/v1/audio-analysis/4zVKnKB8j25leIrMINbRxm,199160,4,Baptized in Fire - Bonus Track
57,1QGNokFbLIh8pu7lROzogD,0.572,0.432,6,-4.612,1,0.027,0.0506,0.000121,0.0941,0.107,130.068,audio_features,1QGNokFbLIh8pu7lROzogD,spotify:track:1QGNokFbLIh8pu7lROzogD,https://api.spotify.com/v1/tracks/1QGNokFbLIh8pu7lROzogD,https://api.spotify.com/v1/audio-analysis/1QGNokFbLIh8pu7lROzogD,272725,4,Backlash - Acoustic Bonus Track
58,3kf8WIV8jPRbfewjOrCNCt,0.473,0.674,6,-5.988,1,0.03,0.0175,0.000307,0.101,0.102,140.015,audio_features,3kf8WIV8jPRbfewjOrCNCt,spotify:track:3kf8WIV8jPRbfewjOrCNCt,https://api.spotify.com/v1/tracks/3kf8WIV8jPRbfewjOrCNCt,https://api.spotify.com/v1/audio-analysis/3kf8WIV8jPRbfewjOrCNCt,258857,4,Soma - Acoustic Bonus Track
59,1FEK9V9GKsIdMHo1Ii0oow,0.468,0.882,6,-3.906,1,0.0636,0.00347,1.57e-06,0.372,0.327,164.035,audio_features,1FEK9V9GKsIdMHo1Ii0oow,spotify:track:1FEK9V9GKsIdMHo1Ii0oow,https://api.spotify.com/v1/tracks/1FEK9V9GKsIdMHo1Ii0oow,https://api.spotify.com/v1/audio-analysis/1FEK9V9GKsIdMHo1Ii0oow,199680,4,Shoot It Out
60,4KYIHsIpcsOQK91tetamCr,0.482,0.954,6,-4.608,1,0.0955,0.0609,0,0.139,0.475,75.016,audio_features,4KYIHsIpcsOQK91tetamCr,spotify:track:4KYIHsIpcsOQK91tetamCr,https://api.spotify.com/v1/tracks/4KYIHsIpcsOQK91tetamCr,https://api.spotify.com/v1/audio-analysis/4KYIHsIpcsOQK91tetamCr,210013,3,The Wicked Ones
61,6xS91wwxR5A9LbbV8QCEcW,0.414,0.893,6,-5.793,1,0.0482,0.00047,0,0.191,0.52,173.963,audio_features,6xS91wwxR5A9LbbV8QCEcW,spotify:track:6xS91wwxR5A9LbbV8QCEcW,https://api.spotify.com/v1/tracks/6xS91wwxR5A9LbbV8QCEcW,https://api.spotify.com/v1/audio-analysis/6xS91wwxR5A9LbbV8QCEcW,231160,4,Now Is The Time (Ravenous)
62,4NuvJlPfOvlQWaxk5H5CNl,0.454,0.688,10,-5.623,0,0.0301,0.0224,1.55e-06,0.124,0.192,155.957,audio_features,4NuvJlPfOvlQWaxk5H5CNl,spotify:track:4NuvJlPfOvlQWaxk5H5CNl,https://api.spotify.com/v1/tracks/4NuvJlPfOvlQWaxk5H5CNl,https://api.spotify.com/v1/audio-analysis/4NuvJlPfOvlQWaxk5H5CNl,251533,4,One More Day
63,7psNl0ajA3ryJs5Ustgql6,0.448,0.84,1,-3.939,0,0.0362,0.0012,0,0.0891,0.234,157.975,audio_features,7psNl0ajA3ryJs5Ustgql6,spotify:track:7psNl0ajA3ryJs5Ustgql6,https://api.spotify.com/v1/tracks/7psNl0ajA3ryJs5Ustgql6,https://api.spotify.com/v1/audio-analysis/7psNl0ajA3ryJs5Ustgql6,215840,4,Fix Me
