,index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name
82,0lWriJfhhBwer6j7WsYhVa,0.677,0.598,1,-5.317,1,0.0452,0.0484,0,0.0947,0.0764,90.047,audio_features,0lWriJfhhBwer6j7WsYhVa,spotify:track:0lWriJfhhBwer6j7WsYhVa,https://api.spotify.com/v1/tracks/0lWriJfhhBwer6j7WsYhVa,https://api.spotify.com/v1/audio-analysis/0lWriJfhhBwer6j7WsYhVa,233840,4,On the Run
83,4AfCMHp0rfRQUz4cz89KBT,0.692,0.892,2,-5.325,1,0.0972,4.29e-05,0,0.143,0.455,102.013,audio_features,4AfCMHp0rfRQUz4cz89KBT,spotify:track:4AfCMHp0rfRQUz4cz89KBT,https://api.spotify.com/v1/tracks/4AfCMHp0rfRQUz4cz89KBT,https://api.spotify.com/v1/audio-analysis/4AfCMHp0rfRQUz4cz89KBT,191333,4,Raise Some Hell
84,39c1UUX7Ubb8QGeSbic7Dt,0.787,0.603,4,-6.458,0,0.0529,0.00872,3.61e-06,0.108,0.826,120.013,audio_features,39c1UUX7Ubb8QGeSbic7Dt,spotify:track:39c1UUX7Ubb8QGeSbic7Dt,https://api.spotify.com/v1/tracks/39c1UUX7Ubb8QGeSbic7Dt,https://api.spotify.com/v1/audio-analysis/39c1UUX7Ubb8QGeSbic7Dt,194760,4,What She Does to Me
85,0SW35BYPUEsP1DcihyPnbH,0.459,0.697,2,-7.438,1,0.0805,0.0296,0.000251,0.118,0.128,176.212,audio_features,0SW35BYPUEsP1DcihyPnbH,spotify:track:0SW35BYPUEsP1DcihyPnbH,https://api.spotify.com/v1/tracks/0SW35BYPUEsP1DcihyPnbH,https://api.spotify.com/v1/audio-analysis/0SW35BYPUEsP1DcihyPnbH,184293,4,Feel No Pain
86,3F9lwpH1ez0UlcIX8wG5m9,0.725,0.714,4,-7.641,1,0.143,0.153,0,0.475,0.601,105.084,audio_features,3F9lwpH1ez0UlcIX8wG5m9,spotify:track:3F9lwpH1ez0UlcIX8wG5m9,https://api.spotify.com/v1/tracks/3F9lwpH1ez0UlcIX8wG5m9,https://api.spotify.com/v1/audio-analysis/3F9lwpH1ez0UlcIX8wG5m9,162733,4,On My Way
87,2sc22vJnnNv8EkgRleXIxD,0.668,0.693,6,-6.348,1,0.0692,0.0968,0,0.099,0.526,90.005,audio_features,2sc22vJnnNv8EkgRleXIxD,spotify:track:2sc22vJnnNv8EkgRleXIxD,https://api.spotify.com/v1/tracks/2sc22vJnnNv8EkgRleXIxD,https://api.spotify.com/v1/audio-analysis/2sc22vJnnNv8EkgRleXIxD,188467,4,Much Better
88,6wyIoXrs4Ot7eAlluVNRqR,0.492,0.658,6,-7.677,1,0.0993,0.222,0,0.353,0.544,74.92,audio_features,6wyIoXrs4Ot7eAlluVNRqR,spotify:track:6wyIoXrs4Ot7eAlluVNRqR,https://api.spotify.com/v1/tracks/6wyIoXrs4Ot7eAlluVNRqR,https://api.spotify.com/v1/audio-analysis/6wyIoXrs4Ot7eAlluVNRqR,240573,4,Wrong Side of the Street
89,2ebXepegLwAF7fJYS2G60h,0.805,0.698,9,-5.354,1,0.197,0.00836,0.000138,0.0888,0.314,107.974,audio_features,2ebXepegLwAF7fJYS2G60h,spotify:track:2ebXepegLwAF7fJYS2G60h,https://api.spotify.com/v1/tracks/2ebXepegLwAF7fJYS2G60h,https://api.spotify.com/v1/audio-analysis/2ebXepegLwAF7fJYS2G60h,189933,4,86
90,6MpTtfD6IuVY7iNEjwpEkK,0.847,0.832,7,-6.044,1,0.137,0.0332,0,0.0858,0.75,99.98,audio_features,6MpTtfD6IuVY7iNEjwpEkK,spotify:track:6MpTtfD6IuVY7iNEjwpEkK,https://api.spotify.com/v1/tracks/6MpTtfD6IuVY7iNEjwpEkK,https://api.spotify.com/v1/audio-analysis/6MpTtfD6IuVY7iNEjwpEkK,186760,4,California Country
91,0Bvl1zraaeLaYzzg7UWAiz,0.744,0.768,4,-5.321,0,0.0719,0.0172,0,0.306,0.705,92.21,audio_features,0Bvl1zraaeLaYzzg7UWAiz,spotify:track:0Bvl1zraaeLaYzzg7UWAiz,https://api.spotify.com/v1/tracks/0Bvl1zraaeLaYzzg7UWAiz,https://api.spotify.com/v1/audio-analysis/0Bvl1zraaeLaYzzg7UWAiz,243000,4,Arrest Me
92,6uC5dcQ0efNfp4iqGFKFXR,0.795,0.676,5,-5.514,1,0.0415,0.0155,9.15e-06,0.11,0.627,124.872,audio_features,6uC5dcQ0efNfp4iqGFKFXR,spotify:track:6uC5dcQ0efNfp4iqGFKFXR,https://api.spotify.com/v1/tracks/6uC5dcQ0efNfp4iqGFKFXR,https://api.spotify.com/v1/audio-analysis/6uC5dcQ0efNfp4iqGFKFXR,206813,4,Bar Stool
93,4hdik74Gmse1Ek5G6F8APS,0.702,0.874,2,-5.776,1,0.0751,0.0998,1.88e-05,0.0456,0.731,140.109,audio_features,4hdik74Gmse1Ek5G6F8APS,spotify:track:4hdik74Gmse1Ek5G6F8APS,https://api.spotify.com/v1/tracks/4hdik74Gmse1Ek5G6F8APS,https://api.spotify.com/v1/audio-analysis/4hdik74Gmse1Ek5G6F8APS,194387,4,The Moon Shines (feat. Jeremy Penick)
94,7zwpYMs3o3XHF62bL9rJDl,0.615,0.793,2,-5.448,1,0.108,0.0459,0,0.0641,0.729,85.034,audio_features,7zwpYMs3o3XHF62bL9rJDl,spotify:track:7zwpYMs3o3XHF62bL9rJDl,https://api.spotify.com/v1/tracks/7zwpYMs3o3XHF62bL9rJDl,https://api.spotify.com/v1/audio-analysis/7zwpYMs3o3XHF62bL9rJDl,245227,4,Throwdown (feat. the Lacs)
95,7olOtyT7m3LpyyytiXPanX,0.573,0.838,2,-5.294,1,0.148,0.0066,3.28e-06,0.179,0.623,90.008,audio_features,7olOtyT7m3LpyyytiXPanX,spotify:track:7olOtyT7m3LpyyytiXPanX,https://api.spotify.com/v1/tracks/7olOtyT7m3LpyyytiXPanX,https://api.spotify.com/v1/audio-analysis/7olOtyT7m3LpyyytiXPanX,239053,4,Burn (feat. Big B)
96,2SGjJdLuSIvyVB5eXAJXm7,0.721,0.944,8,-5.982,1,0.159,0.013,0,0.32,0.626,85.002,audio_features,2SGjJdLuSIvyVB5eXAJXm7,spotify:track:2SGjJdLuSIvyVB5eXAJXm7,https://api.spotify.com/v1/tracks/2SGjJdLuSIvyVB5eXAJXm7,https://api.spotify.com/v1/audio-analysis/2SGjJdLuSIvyVB5eXAJXm7,262760,4,"We All Country (feat. Colt Ford, Sarah Ross & Charlie Farley)"
97,260i98SdVIMrpYYMTDKGAW,0.677,0.598,1,-5.317,1,0.0452,0.0484,0,0.0947,0.0764,90.047,audio_features,260i98SdVIMrpYYMTDKGAW,spotify:track:260i98SdVIMrpYYMTDKGAW,https://api.spotify.com/v1/tracks/260i98SdVIMrpYYMTDKGAW,https://api.spotify.com/v1/audio-analysis/260i98SdVIMrpYYMTDKGAW,233840,4,On the Run (feat. Durwood Black)
98,5KPTFXZ1mryOGaY3yI9oMY,0.692,0.892,2,-5.325,1,0.0972,4.29e-05,0,0.143,0.455,102.013,audio_features,5KPTFXZ1mryOGaY3yI9oMY,spotify:track:5KPTFXZ1mryOGaY3yI9oMY,https://api.spotify.com/v1/tracks/5KPTFXZ1mryOGaY3yI9oMY,https://api.spotify.com/v1/audio-analysis/5KPTFXZ1mryOGaY3yI9oMY,191333,4,Raise Some Hell
99,1vr06aKw6dKzQT64IZq7kg,0.787,0.603,4,-6.458,0,0.0529,0.00872,3.61e-06,0.108,0.826,120.013,audio_features,1vr06aKw6dKzQT64IZq7kg,spotify:track:1vr06aKw6dKzQT64IZq7kg,https://api.spotify.com/v1/tracks/1vr06aKw6dKzQT64IZq7kg,https://api.spotify.com/v1/audio-analysis/1vr06aKw6dKzQT64IZq7kg,194760,4,What She Does to Me
100,25gQfAwNILmCFFY78tw1au,0.459,0.697,2,-7.438,1,0.0805,0.0296,0.000251,0.118,0.128,176.212,audio_features,25gQfAwNILmCFFY78tw1au,spotify:track:25gQfAwNILmCFFY78tw1au,https://api.spotify.com/v1/tracks/25gQfAwNILmCFFY78tw1au,https://api.spotify.com/v1/audio-analysis/25gQfAwNILmCFFY78tw1au,184293,4,Feel No Pain (feat. Danny Boone)
101,1XTZE9wJLqtaSUiFKk96PJ,0.725,0.714,4,-7.641,1,0.143,0.153,0,0.475,0.601,105.084,audio_features,1XTZE9wJLqtaSUiFKk96PJ,spotify:track:1XTZE9wJLqtaSUiFKk96PJ,https://api.spotify.com/v1/tracks/1XTZE9wJLqtaSUiFKk96PJ,https://api.spotify.com/v1/audio-analysis/1XTZE9wJLqtaSUiFKk96PJ,162733,4,On My Way
102,6Udgkr36XlVmsHZ0uzKvL5,0.668,0.693,6,-6.348,1,0.0694,0.0968,0,0.099,0.526,90.005,audio_features,6Udgkr36XlVmsHZ0uzKvL5,spotify:track:6Udgkr36XlVmsHZ0uzKvL5,https://api.spotify.com/v1/tracks/6Udgkr36XlVmsHZ0uzKvL5,https://api.spotify.com/v1/audio-analysis/6Udgkr36XlVmsHZ0uzKvL5,188467,4,Much Better
103,7mLVjMZ8fqv8ZdsTwKq4lr,0.492,0.658,6,-7.677,1,0.0993,0.222,0,0.353,0.544,74.92,audio_features,7mLVjMZ8fqv8ZdsTwKq4lr,spotify:track:7mLVjMZ8fqv8ZdsTwKq4lr,https://api.spotify.com/v1/tracks/7mLVjMZ8fqv8ZdsTwKq4lr,https://api.spotify.com/v1/audio-analysis/7mLVjMZ8fqv8ZdsTwKq4lr,240573,4,Wrong Side of the Street (feat. Durwood Black)
104,3QuEdDOR7vDjgCSpAuZIcb,0.805,0.698,9,-5.354,1,0.197,0.00836,0.000138,0.0888,0.314,107.974,audio_features,3QuEdDOR7vDjgCSpAuZIcb,spotify:track:3QuEdDOR7vDjgCSpAuZIcb,https://api.spotify.com/v1/tracks/3QuEdDOR7vDjgCSpAuZIcb,https://api.spotify.com/v1/audio-analysis/3QuEdDOR7vDjgCSpAuZIcb,189933,4,86
105,3XDJAN1UaoTjAhYNPgKsD1,0.847,0.832,7,-6.044,1,0.137,0.0332,0,0.0858,0.75,99.98,audio_features,3XDJAN1UaoTjAhYNPgKsD1,spotify:track:3XDJAN1UaoTjAhYNPgKsD1,https://api.spotify.com/v1/tracks/3XDJAN1UaoTjAhYNPgKsD1,https://api.spotify.com/v1/audio-analysis/3XDJAN1UaoTjAhYNPgKsD1,186760,4,California Country
106,2VSE07HHK9dm5sHigwbMW9,0.744,0.768,4,-5.321,0,0.0719,0.0172,0,0.306,0.705,92.21,audio_features,2VSE07HHK9dm5sHigwbMW9,spotify:track:2VSE07HHK9dm5sHigwbMW9,https://api.spotify.com/v1/tracks/2VSE07HHK9dm5sHigwbMW9,https://api.spotify.com/v1/audio-analysis/2VSE07HHK9dm5sHigwbMW9,243000,4,Arrest Me
107,0A2RoE32OaiIOF50GWDCYE,0.795,0.676,5,-5.514,1,0.0415,0.0155,9.15e-06,0.11,0.627,124.872,audio_features,0A2RoE32OaiIOF50GWDCYE,spotify:track:0A2RoE32OaiIOF50GWDCYE,https://api.spotify.com/v1/tracks/0A2RoE32OaiIOF50GWDCYE,https://api.spotify.com/v1/audio-analysis/0A2RoE32OaiIOF50GWDCYE,206813,4,Bar Stool
108,1vLKMKnGSQjSZTojQsce8D,0.631,0.892,9,-4.239,1,0.158,0.0771,0,0.0897,0.672,107.927,audio_features,1vLKMKnGSQjSZTojQsce8D,spotify:track:1vLKMKnGSQjSZTojQsce8D,https://api.spotify.com/v1/tracks/1vLKMKnGSQjSZTojQsce8D,https://api.spotify.com/v1/audio-analysis/1vLKMKnGSQjSZTojQsce8D,160190,4,Shotgun Shells & Shine
109,0LMRPATViz6KorXS0EcttW,0.734,0.805,2,-5.516,1,0.104,0.00863,3.3e-06,0.0702,0.574,114.948,audio_features,0LMRPATViz6KorXS0EcttW,spotify:track:0LMRPATViz6KorXS0EcttW,https://api.spotify.com/v1/tracks/0LMRPATViz6KorXS0EcttW,https://api.spotify.com/v1/audio-analysis/0LMRPATViz6KorXS0EcttW,168793,4,Shine With Me
110,2CZCXC7vngKdITaOFhHUsB,0.719,0.939,4,-4.981,0,0.0715,0.0225,0,0.157,0.866,112.991,audio_features,2CZCXC7vngKdITaOFhHUsB,spotify:track:2CZCXC7vngKdITaOFhHUsB,https://api.spotify.com/v1/tracks/2CZCXC7vngKdITaOFhHUsB,https://api.spotify.com/v1/audio-analysis/2CZCXC7vngKdITaOFhHUsB,168654,4,Whiskey River
111,2mIwMC38tPbn7bOvQgyYaz,0.622,0.892,11,-2.786,0,0.327,0.0785,0,0.481,0.754,80.048,audio_features,2mIwMC38tPbn7bOvQgyYaz,spotify:track:2mIwMC38tPbn7bOvQgyYaz,https://api.spotify.com/v1/tracks/2mIwMC38tPbn7bOvQgyYaz,https://api.spotify.com/v1/audio-analysis/2mIwMC38tPbn7bOvQgyYaz,264810,4,For the Outlawz
112,5JRDAK4fgjhR1GxFQiza6G,0.609,0.66,9,-6.3,0,0.125,0.123,0,0.0792,0.401,82.45,audio_features,5JRDAK4fgjhR1GxFQiza6G,spotify:track:5JRDAK4fgjhR1GxFQiza6G,https://api.spotify.com/v1/tracks/5JRDAK4fgjhR1GxFQiza6G,https://api.spotify.com/v1/audio-analysis/5JRDAK4fgjhR1GxFQiza6G,277575,4,Moonshine On Me
113,2cFsH2uCToosQ5KKmjbmg4,0.688,0.987,9,-2.582,0,0.369,0.219,0,0.144,0.597,73.027,audio_features,2cFsH2uCToosQ5KKmjbmg4,spotify:track:2cFsH2uCToosQ5KKmjbmg4,https://api.spotify.com/v1/tracks/2cFsH2uCToosQ5KKmjbmg4,https://api.spotify.com/v1/audio-analysis/2cFsH2uCToosQ5KKmjbmg4,225820,4,Addicted
114,7r2489WfMpgLw5yZ928H9m,0.589,0.829,9,-5.207,1,0.342,0.0768,0,0.141,0.882,80.147,audio_features,7r2489WfMpgLw5yZ928H9m,spotify:track:7r2489WfMpgLw5yZ928H9m,https://api.spotify.com/v1/tracks/7r2489WfMpgLw5yZ928H9m,https://api.spotify.com/v1/audio-analysis/7r2489WfMpgLw5yZ928H9m,247604,3,Whiskey in My Soul
115,1xwMbjmErX7SGKfnUMi71W,0.864,0.658,9,-4.853,1,0.174,0.00446,0,0.0865,0.243,105.02,audio_features,1xwMbjmErX7SGKfnUMi71W,spotify:track:1xwMbjmErX7SGKfnUMi71W,https://api.spotify.com/v1/tracks/1xwMbjmErX7SGKfnUMi71W,https://api.spotify.com/v1/audio-analysis/1xwMbjmErX7SGKfnUMi71W,219784,4,Dive Bar Beauty Queen
116,07xZVVyCDamzawf0HvsdgZ,0.646,0.85,2,-3.904,1,0.305,0.0346,1.52e-06,0.0898,0.756,186.125,audio_features,07xZVVyCDamzawf0HvsdgZ,spotify:track:07xZVVyCDamzawf0HvsdgZ,https://api.spotify.com/v1/tracks/07xZVVyCDamzawf0HvsdgZ,https://api.spotify.com/v1/audio-analysis/07xZVVyCDamzawf0HvsdgZ,235949,4,Fire It Up
117,6Ubjxx8zvjAJaupiFbNxN6,0.839,0.694,0,-6.13,1,0.178,0.0991,1.11e-05,0.0898,0.747,100.002,audio_features,6Ubjxx8zvjAJaupiFbNxN6,spotify:track:6Ubjxx8zvjAJaupiFbNxN6,https://api.spotify.com/v1/tracks/6Ubjxx8zvjAJaupiFbNxN6,https://api.spotify.com/v1/audio-analysis/6Ubjxx8zvjAJaupiFbNxN6,229081,4,Get Loose
118,1VHZFEA2Nreo0LpljU8Lk6,0.605,0.71,9,-3.132,0,0.0269,0.25,0,0.0842,0.487,89.929,audio_features,1VHZFEA2Nreo0LpljU8Lk6,spotify:track:1VHZFEA2Nreo0LpljU8Lk6,https://api.spotify.com/v1/tracks/1VHZFEA2Nreo0LpljU8Lk6,https://api.spotify.com/v1/audio-analysis/1VHZFEA2Nreo0LpljU8Lk6,223739,4,American Pride
119,6mJOJvlUZ02SZxnDnLuWzm,0.7,0.728,0,-4.882,1,0.0496,0.475,0,0.172,0.438,95.038,audio_features,6mJOJvlUZ02SZxnDnLuWzm,spotify:track:6mJOJvlUZ02SZxnDnLuWzm,https://api.spotify.com/v1/tracks/6mJOJvlUZ02SZxnDnLuWzm,https://api.spotify.com/v1/audio-analysis/6mJOJvlUZ02SZxnDnLuWzm,256138,4,My Kind of Country
120,3QAHtnbJng7fTlNhDXHi2S,0.661,0.88,5,-4.628,1,0.0522,0.0257,1.01e-05,0.369,0.624,115.011,audio_features,3QAHtnbJng7fTlNhDXHi2S,spotify:track:3QAHtnbJng7fTlNhDXHi2S,https://api.spotify.com/v1/tracks/3QAHtnbJng7fTlNhDXHi2S,https://api.spotify.com/v1/audio-analysis/3QAHtnbJng7fTlNhDXHi2S,307060,4,Super Goggles - Average Joes Remix
121,3OyDhifZ86uArVxHScuHVu,0.569,0.921,0,-3.374,1,0.115,0.00497,0,0.743,0.558,154.012,audio_features,3OyDhifZ86uArVxHScuHVu,spotify:track:3OyDhifZ86uArVxHScuHVu,https://api.spotify.com/v1/tracks/3OyDhifZ86uArVxHScuHVu,https://api.spotify.com/v1/audio-analysis/3OyDhifZ86uArVxHScuHVu,385733,4,Dash Fulla Cowboy Hats
122,6JfPxk7YapJ0KdZDdNkkCM,0.834,0.849,4,-3.246,1,0.189,0.0387,0,0.322,0.845,124.952,audio_features,6JfPxk7YapJ0KdZDdNkkCM,spotify:track:6JfPxk7YapJ0KdZDdNkkCM,https://api.spotify.com/v1/tracks/6JfPxk7YapJ0KdZDdNkkCM,https://api.spotify.com/v1/audio-analysis/6JfPxk7YapJ0KdZDdNkkCM,221866,4,Los Banos
123,3Clt7TpNIXZ0X2Nnp4ae8g,0.707,0.796,0,-4.164,1,0.0631,0.0098,0.00453,0.327,0.759,106.996,audio_features,3Clt7TpNIXZ0X2Nnp4ae8g,spotify:track:3Clt7TpNIXZ0X2Nnp4ae8g,https://api.spotify.com/v1/tracks/3Clt7TpNIXZ0X2Nnp4ae8g,https://api.spotify.com/v1/audio-analysis/3Clt7TpNIXZ0X2Nnp4ae8g,182807,4,Hell Raisin' Country - Remix
124,72wfhGs9VWZYUiBzioyIgP,0.693,0.889,11,-2.78,0,0.322,0.0779,0,0.095,0.756,79.996,audio_features,72wfhGs9VWZYUiBzioyIgP,spotify:track:72wfhGs9VWZYUiBzioyIgP,https://api.spotify.com/v1/tracks/72wfhGs9VWZYUiBzioyIgP,https://api.spotify.com/v1/audio-analysis/72wfhGs9VWZYUiBzioyIgP,268493,4,For The Outlawz
125,34nvhaODJfujLI1GHZMHyk,0.716,0.951,4,-3.941,1,0.0675,0.0258,0,0.136,0.856,112.966,audio_features,34nvhaODJfujLI1GHZMHyk,spotify:track:34nvhaODJfujLI1GHZMHyk,https://api.spotify.com/v1/tracks/34nvhaODJfujLI1GHZMHyk,https://api.spotify.com/v1/audio-analysis/34nvhaODJfujLI1GHZMHyk,169960,4,Whiskey River
126,6J2UlGsDsYqmym2SrSqVHr,0.736,0.831,2,-4.411,1,0.096,0.00696,1.08e-05,0.0592,0.572,114.954,audio_features,6J2UlGsDsYqmym2SrSqVHr,spotify:track:6J2UlGsDsYqmym2SrSqVHr,https://api.spotify.com/v1/tracks/6J2UlGsDsYqmym2SrSqVHr,https://api.spotify.com/v1/audio-analysis/6J2UlGsDsYqmym2SrSqVHr,170200,4,Shine With Me
127,2s4fitd31mpPjyHUY928KC,0.703,0.727,0,-4.839,1,0.0476,0.461,0,0.154,0.439,95.025,audio_features,2s4fitd31mpPjyHUY928KC,spotify:track:2s4fitd31mpPjyHUY928KC,https://api.spotify.com/v1/tracks/2s4fitd31mpPjyHUY928KC,https://api.spotify.com/v1/audio-analysis/2s4fitd31mpPjyHUY928KC,256440,4,My Kind of Country
128,3qtamuxpVOt7IdMeAX0hBN,0.626,0.847,9,-4.197,1,0.301,0.0608,0,0.193,0.886,79.988,audio_features,3qtamuxpVOt7IdMeAX0hBN,spotify:track:3qtamuxpVOt7IdMeAX0hBN,https://api.spotify.com/v1/tracks/3qtamuxpVOt7IdMeAX0hBN,https://api.spotify.com/v1/audio-analysis/3qtamuxpVOt7IdMeAX0hBN,248413,3,Whiskey In My Soul
129,4pAGOs9x0TmHMsWdxI0jpX,0.655,0.854,2,-3.921,1,0.297,0.0324,1.97e-06,0.157,0.764,186.013,audio_features,4pAGOs9x0TmHMsWdxI0jpX,spotify:track:4pAGOs9x0TmHMsWdxI0jpX,https://api.spotify.com/v1/tracks/4pAGOs9x0TmHMsWdxI0jpX,https://api.spotify.com/v1/audio-analysis/4pAGOs9x0TmHMsWdxI0jpX,236147,4,Fire It Up
130,4Lc9dI3c2H8ciOi53AATkW,0.668,0.71,11,-4.372,1,0.0407,0.32,0,0.17,0.582,94.876,audio_features,4Lc9dI3c2H8ciOi53AATkW,spotify:track:4Lc9dI3c2H8ciOi53AATkW,https://api.spotify.com/v1/tracks/4Lc9dI3c2H8ciOi53AATkW,https://api.spotify.com/v1/audio-analysis/4Lc9dI3c2H8ciOi53AATkW,258000,4,Summer Girl
131,1g8tvJGuLTFOEsZAyT6V9Q,0.844,0.85,4,-3.238,1,0.176,0.051,0,0.327,0.767,124.949,audio_features,1g8tvJGuLTFOEsZAyT6V9Q,spotify:track:1g8tvJGuLTFOEsZAyT6V9Q,https://api.spotify.com/v1/tracks/1g8tvJGuLTFOEsZAyT6V9Q,https://api.spotify.com/v1/audio-analysis/1g8tvJGuLTFOEsZAyT6V9Q,223440,4,Los Banos
132,2KsiknhIKOVUoSkzEXB3MT,0.576,0.483,11,-6.913,1,0.0584,0.092,0,0.154,0.455,170.061,audio_features,2KsiknhIKOVUoSkzEXB3MT,spotify:track:2KsiknhIKOVUoSkzEXB3MT,https://api.spotify.com/v1/tracks/2KsiknhIKOVUoSkzEXB3MT,https://api.spotify.com/v1/audio-analysis/2KsiknhIKOVUoSkzEXB3MT,254627,3,Whiskey and Cigarettes
133,4Ipjp2uRNFYkjsbhzP8OJ4,0.612,0.654,9,-6.354,0,0.101,0.127,0,0.0725,0.445,82.392,audio_features,4Ipjp2uRNFYkjsbhzP8OJ4,spotify:track:4Ipjp2uRNFYkjsbhzP8OJ4,https://api.spotify.com/v1/tracks/4Ipjp2uRNFYkjsbhzP8OJ4,https://api.spotify.com/v1/audio-analysis/4Ipjp2uRNFYkjsbhzP8OJ4,279467,4,Moonshine On Me
134,1TmYU9NRrhIhat3S60A1db,0.606,0.721,9,-3.077,0,0.0274,0.282,0,0.0978,0.5,89.959,audio_features,1TmYU9NRrhIhat3S60A1db,spotify:track:1TmYU9NRrhIhat3S60A1db,https://api.spotify.com/v1/tracks/1TmYU9NRrhIhat3S60A1db,https://api.spotify.com/v1/audio-analysis/1TmYU9NRrhIhat3S60A1db,225427,4,American Pride
135,5G496PeRxdKx0jJeOLUTSJ,0.571,0.928,0,-3.391,1,0.0853,0.00496,0,0.531,0.608,76.993,audio_features,5G496PeRxdKx0jJeOLUTSJ,spotify:track:5G496PeRxdKx0jJeOLUTSJ,https://api.spotify.com/v1/tracks/5G496PeRxdKx0jJeOLUTSJ,https://api.spotify.com/v1/audio-analysis/5G496PeRxdKx0jJeOLUTSJ,386813,4,Dash Fulla Cowboy Hats
136,68GfuOz7py0Dma1ZgLi91I,0.839,0.711,7,-6.142,1,0.152,0.0888,1.39e-05,0.0879,0.76,99.994,audio_features,68GfuOz7py0Dma1ZgLi91I,spotify:track:68GfuOz7py0Dma1ZgLi91I,https://api.spotify.com/v1/tracks/68GfuOz7py0Dma1ZgLi91I,https://api.spotify.com/v1/audio-analysis/68GfuOz7py0Dma1ZgLi91I,230547,4,Get Loose
137,3avDHOdci5YJJiu0B10qGh,0.651,0.842,7,-3.566,1,0.0328,0.00409,0,0.311,0.417,114.938,audio_features,3avDHOdci5YJJiu0B10qGh,spotify:track:3avDHOdci5YJJiu0B10qGh,https://api.spotify.com/v1/tracks/3avDHOdci5YJJiu0B10qGh,https://api.spotify.com/v1/audio-analysis/3avDHOdci5YJJiu0B10qGh,266120,4,My Super Goggles
138,7msKk0xkyWu0BghXLBnD3g,0.813,0.81,4,-4.944,0,0.113,0.0733,0,0.315,0.944,101.97,audio_features,7msKk0xkyWu0BghXLBnD3g,spotify:track:7msKk0xkyWu0BghXLBnD3g,https://api.spotify.com/v1/tracks/7msKk0xkyWu0BghXLBnD3g,https://api.spotify.com/v1/audio-analysis/7msKk0xkyWu0BghXLBnD3g,246600,4,Big Tex
139,50gyGS3ohff183yG6CosR3,0.746,0.849,7,-4.086,1,0.145,0.106,0,0.224,0.735,104.015,audio_features,50gyGS3ohff183yG6CosR3,spotify:track:50gyGS3ohff183yG6CosR3,https://api.spotify.com/v1/tracks/50gyGS3ohff183yG6CosR3,https://api.spotify.com/v1/audio-analysis/50gyGS3ohff183yG6CosR3,249627,4,I'm Still Here
140,6wWwAUoLAtAx3pPqwZ0AtK,0.813,0.897,9,-3.993,1,0.135,0.00271,0,0.0622,0.831,114.946,audio_features,6wWwAUoLAtAx3pPqwZ0AtK,spotify:track:6wWwAUoLAtAx3pPqwZ0AtK,https://api.spotify.com/v1/tracks/6wWwAUoLAtAx3pPqwZ0AtK,https://api.spotify.com/v1/audio-analysis/6wWwAUoLAtAx3pPqwZ0AtK,196200,4,Take Her to the Country
141,3BNpT3FwuIJOHTSIG8XJDu,0.739,0.94,4,-4.743,0,0.0695,0.0331,0,0.108,0.868,112.977,audio_features,3BNpT3FwuIJOHTSIG8XJDu,spotify:track:3BNpT3FwuIJOHTSIG8XJDu,https://api.spotify.com/v1/tracks/3BNpT3FwuIJOHTSIG8XJDu,https://api.spotify.com/v1/audio-analysis/3BNpT3FwuIJOHTSIG8XJDu,169813,4,Whiskey River
142,7HJQfoHaTbbFyTCGEUogix,0.562,0.796,4,-4.171,0,0.292,0.0332,2.09e-06,0.079,0.819,90.993,audio_features,7HJQfoHaTbbFyTCGEUogix,spotify:track:7HJQfoHaTbbFyTCGEUogix,https://api.spotify.com/v1/tracks/7HJQfoHaTbbFyTCGEUogix,https://api.spotify.com/v1/audio-analysis/7HJQfoHaTbbFyTCGEUogix,239947,4,Fists and Jager
143,0l0qO46F9VgpfJ32xjn77Z,0.765,0.917,4,-3.768,0,0.154,0.192,0,0.2,0.963,85.007,audio_features,0l0qO46F9VgpfJ32xjn77Z,spotify:track:0l0qO46F9VgpfJ32xjn77Z,https://api.spotify.com/v1/tracks/0l0qO46F9VgpfJ32xjn77Z,https://api.spotify.com/v1/audio-analysis/0l0qO46F9VgpfJ32xjn77Z,214733,4,Back Home
144,1q5Qn5Pmmiy3MLmn4ssr2m,0.675,0.756,9,-4.441,1,0.0503,0.485,0,0.107,0.929,135.976,audio_features,1q5Qn5Pmmiy3MLmn4ssr2m,spotify:track:1q5Qn5Pmmiy3MLmn4ssr2m,https://api.spotify.com/v1/tracks/1q5Qn5Pmmiy3MLmn4ssr2m,https://api.spotify.com/v1/audio-analysis/1q5Qn5Pmmiy3MLmn4ssr2m,214493,4,Long Black Train
145,1FcsZ3TgIarevtEBNGLGre,0.863,0.92,8,-3.944,1,0.144,0.203,0,0.312,0.821,109.051,audio_features,1FcsZ3TgIarevtEBNGLGre,spotify:track:1FcsZ3TgIarevtEBNGLGre,https://api.spotify.com/v1/tracks/1FcsZ3TgIarevtEBNGLGre,https://api.spotify.com/v1/audio-analysis/1FcsZ3TgIarevtEBNGLGre,213627,4,From the Country
